"h_a","xG","xGA","npxG","npxGA","ppda","ppda_allowed","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","league","season","teams"
"a",1.09768,3.21141,1.09768,3.21141,11.4615384615385,13.037037037037,3,7,1,3,0.293,"l","2024-09-21 14:00:00",0,0,1,0,-2.11373,"EPL","2024","Newcastle United"
"h",1.34344,1.26516,0.582272,1.26516,12.0952380952381,6.30769230769231,7,16,1,1,1.4547,"d","2024-09-28 11:30:00",0,1,0,1,-0.682888,"EPL","2024","Newcastle United"
"a",1.79048,0.692214,1.02931,0.692214,5.85714285714286,15.7692307692308,11,3,0,0,2.2629,"d","2024-10-05 16:30:00",0,1,0,1,0.337096,"EPL","2024","Newcastle United"
"h",1.93657,1.6779,1.93657,1.6779,5.86842105263158,16.5294117647059,14,6,0,1,1.5542,"l","2024-10-19 14:00:00",0,0,1,0,0.25867,"EPL","2024","Newcastle United"
"a",1.74225,1.61794,1.74225,1.61794,9.08,9.13793103448276,11,5,1,2,1.4976,"l","2024-10-27 14:00:00",0,0,1,0,0.12431,"EPL","2024","Newcastle United"
"h",0.859715,0.911305,0.859715,0.911305,13.2105263157895,5.24,9,9,1,0,1.2812,"w","2024-11-02 12:30:00",1,0,0,3,-0.05159,"EPL","2024","Newcastle United"
"a",1.86904,1.17852,1.86904,1.17852,13.8333333333333,10.695652173913,10,4,3,1,1.9041,"w","2024-11-10 14:00:00",1,0,0,3,0.69052,"EPL","2024","Newcastle United"
"h",1.49781,0.942824,1.49781,0.942824,9.44827586206897,14.1111111111111,6,5,0,2,1.836,"l","2024-11-25 20:00:00",0,0,1,0,0.554986,"EPL","2024","Newcastle United"
"a",0.020989,2.29595,0.020989,2.29595,9.5,8.85185185185185,2,11,1,1,0.0605,"d","2024-11-30 15:00:00",0,1,0,1,-2.274961,"EPL","2024","Newcastle United"
"h",1.52057,2.22766,1.52057,2.22766,13.5909090909091,8.15384615384615,3,9,3,3,0.9101,"d","2024-12-04 19:30:00",0,1,0,1,-0.70709,"EPL","2024","Newcastle United"
"a",1.95645,1.746,1.95645,1.746,12.1333333333333,10.76,9,6,2,4,1.539,"l","2024-12-07 15:00:00",0,0,1,0,0.21045,"EPL","2024","Newcastle United"
"h",3.95461,0.186759,3.95461,0.186759,11.3684210526316,14.8260869565217,21,3,4,0,2.9819,"w","2024-12-14 15:00:00",1,0,0,3,3.767851,"EPL","2024","Newcastle United"
"a",3.23386,1.06427,3.23386,1.06427,12.2631578947368,17.7826086956522,14,0,4,0,2.6363,"w","2024-12-21 15:00:00",1,0,0,3,2.16959,"EPL","2024","Newcastle United"
"h",2.82867,0.225522,2.82867,0.225522,6.10714285714286,21.7142857142857,20,2,3,0,2.8808,"w","2024-12-26 15:00:00",1,0,0,3,2.603148,"EPL","2024","Newcastle United"
"a",2.2424,1.00073,2.2424,1.00073,19.4444444444444,9.83333333333333,5,6,2,0,2.2635,"w","2024-12-30 20:00:00",1,0,0,3,1.24167,"EPL","2024","Newcastle United"
"a",2.42963,1.00333,2.42963,1.00333,7.73076923076923,5.80645161290323,9,15,2,1,2.3865,"w","2025-01-04 12:30:00",1,0,0,3,1.4263,"EPL","2024","Newcastle United"
"h",2.13327,1.47433,2.13327,1.47433,5.59375,14.8333333333333,10,8,3,0,1.8341,"w","2025-01-15 19:30:00",1,0,0,3,0.65894,"EPL","2024","Newcastle United"
"h",0.837801,2.70174,0.837801,2.70174,7.9375,6.14705882352941,12,8,1,4,0.3428,"l","2025-01-18 12:30:00",0,0,1,0,-1.863939,"EPL","2024","Newcastle United"
"a",3.08319,0.825621,2.32202,0.825621,11.1818181818182,13.5555555555556,11,2,3,1,2.7137,"w","2025-01-25 15:00:00",1,0,0,3,1.496399,"EPL","2024","Newcastle United"
"h",1.22716,1.60881,1.22716,1.60881,13.6875,11.7368421052632,10,5,1,2,1.0527,"l","2025-02-01 15:00:00",0,0,1,0,-0.38165,"EPL","2024","Newcastle United"
"a",0.157211,2.12004,0.157211,2.12004,10.9032258064516,15.5,1,4,0,4,0.1307,"l","2025-02-15 15:00:00",0,0,1,0,-1.962829,"EPL","2024","Newcastle United"
"h",3.45858,2.38603,2.69741,2.38603,6.75,10.9583333333333,5,7,4,3,2.1107,"w","2025-02-23 14:00:00",1,0,0,3,0.31138,"EPL","2024","Newcastle United"
"a",0.45882,1.40027,0.45882,1.40027,19.5,6.77777777777778,3,8,0,2,0.5595,"l","2025-02-26 20:15:00",0,0,1,0,-0.94145,"EPL","2024","Newcastle United"
"a",1.62976,0.823986,1.62976,0.823986,11.952380952381,12,10,0,1,0,2.0603,"w","2025-03-10 20:00:00",1,0,0,3,0.805774,"EPL","2024","Newcastle United"
"h",2.26584,1.53201,2.26584,0.770838,9.91304347826087,7.72,7,7,2,1,1.8812,"w","2025-04-02 19:45:00",1,0,0,3,1.495002,"EPL","2024","Newcastle United"
"a",3.44111,0.354575,3.44111,0.354575,12.5185185185185,10.4166666666667,5,6,3,0,2.9585,"w","2025-04-07 19:00:00",1,0,0,3,3.086535,"EPL","2024","Newcastle United"
"h",2.6383,0.786568,2.6383,0.786568,7.62162162162162,11.3888888888889,10,3,4,1,2.6407,"w","2025-04-13 15:30:00",1,0,0,3,1.851732,"EPL","2024","Newcastle United"
"h",2.32947,2.37548,2.32947,1.61431,13.5833333333333,16.1363636363636,9,9,5,0,1.3172,"w","2025-04-16 18:30:00",1,0,0,3,0.71516,"EPL","2024","Newcastle United"
"a",1.27176,3.05371,1.27176,3.05371,13.875,11.2272727272727,8,10,1,4,0.3877,"l","2025-04-19 16:30:00",0,0,1,0,-1.78195,"EPL","2024","Newcastle United"
"h",4.11539,0.127203,3.35423,0.127203,5.92857142857143,23.7,23,1,3,0,2.9913,"w","2025-04-26 14:00:00",1,0,0,3,3.227027,"EPL","2024","Newcastle United"
"a",1.63777,0.687863,0.876604,0.687863,9.55,13.7777777777778,12,1,1,1,2.1753,"d","2025-05-04 13:00:00",0,1,0,1,0.188741,"EPL","2024","Newcastle United"
"h",1.6703,0.646426,1.6703,0.646426,14.0625,9.25,17,6,2,0,2.2061,"w","2025-05-11 11:00:00",1,0,0,3,1.023874,"EPL","2024","Newcastle United"
"a",2.24634,1.15958,2.24634,1.15958,9.36842105263158,11.1111111111111,8,3,0,1,2.1799,"l","2025-05-18 15:30:00",0,0,1,0,1.08676,"EPL","2024","Newcastle United"
"h",1.1591,1.07279,1.1591,1.07279,6.25,17.8666666666667,6,1,0,1,1.404,"l","2025-05-25 15:00:00",0,0,1,0,0.0863100000000001,"EPL","2024","Newcastle United"
"a",3.92906,0.342601,3.92906,0.342601,8.73913043478261,18.7777777777778,13,2,2,0,2.9562,"w","2024-08-17 11:30:00",1,0,0,3,3.586459,"EPL","2024","Liverpool"
"h",2.71877,0.457239,2.71877,0.457239,10.1304347826087,32.4,21,2,2,0,2.7572,"w","2024-08-25 15:30:00",1,0,0,3,2.261531,"EPL","2024","Liverpool"
"a",2.10397,1.50087,2.10397,1.50087,11.6923076923077,12.5,9,6,3,0,1.7849,"w","2024-09-01 15:00:00",1,0,0,3,0.6031,"EPL","2024","Liverpool"
"h",1.17044,0.589532,1.17044,0.589532,3.73333333333333,17.0555555555556,6,4,0,1,1.8907,"l","2024-09-14 14:00:00",0,0,1,0,0.580908,"EPL","2024","Liverpool"
"h",2.43731,1.46979,2.43731,1.46979,11.85,16.0869565217391,13,6,3,0,1.9973,"w","2024-09-21 14:00:00",1,0,0,3,0.96752,"EPL","2024","Liverpool"
"a",2.11724,0.748925,1.35607,0.748925,14.7777777777778,14,11,2,2,1,2.4807,"w","2024-09-28 16:30:00",1,0,0,3,0.607145,"EPL","2024","Liverpool"
"a",2.07332,0.609481,2.07332,0.609481,5.55555555555556,23.9375,11,3,1,0,2.4548,"w","2024-10-05 11:30:00",1,0,0,3,1.463839,"EPL","2024","Liverpool"
"h",2.22517,1.33904,1.464,1.33904,12.8,15.9375,2,6,2,1,2.0937,"w","2024-10-20 15:30:00",1,0,0,3,0.12496,"EPL","2024","Liverpool"
"a",1.35346,1.0883,1.35346,1.0883,8.27272727272727,8.07142857142857,8,6,2,2,1.5928,"d","2024-10-27 16:30:00",0,1,0,1,0.26516,"EPL","2024","Liverpool"
"h",1.81037,1.01568,1.81037,1.01568,10.4642857142857,8.05882352941176,10,5,2,1,1.9723,"w","2024-11-02 15:00:00",1,0,0,3,0.79469,"EPL","2024","Liverpool"
"h",2.68196,1.66337,2.68196,1.66337,8.61538461538461,17.6818181818182,7,4,2,0,2.0739,"w","2024-11-09 20:00:00",1,0,0,3,1.01859,"EPL","2024","Liverpool"
"a",3.18835,1.53985,2.42718,0.642015,8.28571428571429,24,13,6,3,2,2.4683,"w","2024-11-24 14:00:00",1,0,0,3,1.785165,"EPL","2024","Liverpool"
"h",3.70054,0.745015,2.93937,0.745015,17.3529411764706,15.6875,8,4,2,0,2.9016,"w","2024-12-01 16:00:00",1,0,0,3,2.194355,"EPL","2024","Liverpool"
"a",2.22766,1.52057,2.22766,1.52057,8.15384615384615,13.5909090909091,9,3,3,3,1.8659,"d","2024-12-04 19:30:00",0,1,0,1,0.70709,"EPL","2024","Liverpool"
"h",2.09698,1.2862,2.09698,1.2862,7.7037037037037,38.75,8,6,2,2,1.9725,"d","2024-12-14 15:00:00",0,1,0,1,0.81078,"EPL","2024","Liverpool"
"a",5.20214,1.20245,5.20214,1.20245,11.551724137931,21.5384615384615,14,8,6,3,2.9533,"w","2024-12-22 16:30:00",1,0,0,3,3.99969,"EPL","2024","Liverpool"
"h",1.89935,0.22097,1.89935,0.22097,5.48484848484848,78,26,0,3,1,2.6357,"w","2024-12-26 20:00:00",1,0,0,3,1.67838,"EPL","2024","Liverpool"
"a",3.29868,0.518279,3.29868,0.518279,10.0357142857143,14.1578947368421,16,3,5,0,2.846,"w","2024-12-29 17:15:00",1,0,0,3,2.780401,"EPL","2024","Liverpool"
"h",2.862,1.67469,2.10084,1.67469,8.8695652173913,7.55555555555556,7,7,2,2,2.1611,"d","2025-01-05 16:30:00",0,1,0,1,0.42615,"EPL","2024","Liverpool"
"a",2.72291,0.5292,2.72291,0.5292,6.375,21.5454545454545,18,2,1,1,2.7403,"d","2025-01-14 20:00:00",0,1,0,1,2.19371,"EPL","2024","Liverpool"
"a",4.16249,1.20021,4.16249,1.20021,8.16,16.9,23,8,2,0,2.7965,"w","2025-01-18 15:00:00",1,0,0,3,2.96228,"EPL","2024","Liverpool"
"h",2.16809,0.804707,2.16809,0.804707,6.55172413793103,11.72,15,2,4,1,2.4444,"w","2025-01-25 15:00:00",1,0,0,3,1.363383,"EPL","2024","Liverpool"
"a",2.7219,1.65273,1.96073,1.65273,8.63636363636364,8.19230769230769,11,5,2,0,2.1038,"w","2025-02-01 15:00:00",1,0,0,3,0.308,"EPL","2024","Liverpool"
"a",0.929103,0.910523,0.929103,0.910523,4.5625,17.7222222222222,2,2,2,2,1.3736,"d","2025-02-12 19:30:00",0,1,0,1,0.01858,"EPL","2024","Liverpool"
"h",1.86758,1.05329,1.10642,1.05329,11.4545454545455,9.25,7,7,2,1,2.0721,"w","2025-02-16 14:00:00",1,0,0,3,0.0531299999999999,"EPL","2024","Liverpool"
"a",2.04279,1.02269,2.04279,1.02269,13.2777777777778,11.5,17,13,2,2,2.1182,"d","2025-02-19 15:00:00",0,1,0,1,1.0201,"EPL","2024","Liverpool"
"a",0.807058,0.58248,0.807058,0.58248,21.2,18.9090909090909,7,9,2,0,1.5565,"w","2025-02-23 16:30:00",1,0,0,3,0.224578,"EPL","2024","Liverpool"
"h",1.40027,0.45882,1.40027,0.45882,6.77777777777778,19.5,8,3,2,0,2.1678,"w","2025-02-26 20:15:00",1,0,0,3,0.94145,"EPL","2024","Liverpool"
"h",4.98996,0.511566,3.46762,0.511566,4.82352941176471,19.8333333333333,19,0,3,1,2.9843,"w","2025-03-08 15:00:00",1,0,0,3,2.956054,"EPL","2024","Liverpool"
"h",1.29718,0.823136,1.29718,0.823136,4.31818181818182,16.7058823529412,10,3,1,0,1.7384,"w","2025-04-02 20:00:00",1,0,0,3,0.474044,"EPL","2024","Liverpool"
"a",1.40638,1.72764,1.40638,1.72764,6.42857142857143,21.7333333333333,8,6,2,3,1.1122,"l","2025-04-06 13:00:00",0,0,1,0,-0.32126,"EPL","2024","Liverpool"
"h",1.42902,1.46598,1.42902,1.46598,8.90322580645161,17,14,6,2,1,1.3169,"w","2025-04-13 13:00:00",1,0,0,3,-0.0369600000000001,"EPL","2024","Liverpool"
"a",4.52706,0.232205,4.52706,0.232205,12.5789473684211,14.6111111111111,17,3,1,0,2.9824,"w","2025-04-20 15:30:00",1,0,0,3,4.294855,"EPL","2024","Liverpool"
"h",2.51104,0.512812,2.51104,0.512812,6,24.3076923076923,13,5,5,1,2.6836,"w","2025-04-27 15:30:00",1,0,0,3,1.998228,"EPL","2024","Liverpool"
"a",1.4267,3.51944,1.4267,2.75828,14.4,20.7894736842105,9,9,1,3,0.2876,"l","2025-05-04 15:30:00",0,0,1,0,-1.33158,"EPL","2024","Liverpool"
"h",2.74682,2.18795,2.74682,2.18795,12.047619047619,9.77272727272727,10,11,2,2,1.766,"d","2025-05-11 15:30:00",0,1,0,1,0.55887,"EPL","2024","Liverpool"
"a",3.065,2.17789,3.065,2.17789,13,15.45,13,20,2,3,1.9883,"l","2025-05-19 19:00:00",0,0,1,0,0.88711,"EPL","2024","Liverpool"
"h",1.92122,1.4144,1.92122,1.4144,6.34615384615385,25.4166666666667,9,3,1,1,1.7519,"d","2025-05-25 15:00:00",0,1,0,1,0.50682,"EPL","2024","Liverpool"
"a",1.18038,1.06123,1.18038,1.06123,15.0588235294118,10.0645161290323,10,8,2,0,1.4402,"w","2024-08-18 15:30:00",1,0,0,3,0.11915,"EPL","2024","Manchester City"
"h",3.07818,0.479999,2.31701,0.479999,8.15,17.4117647058824,15,1,4,1,2.8808,"w","2024-08-24 14:00:00",1,0,0,3,1.837011,"EPL","2024","Manchester City"
"a",3.19297,0.947201,3.19297,0.947201,12.125,20.7647058823529,21,5,3,1,2.6401,"w","2024-08-31 16:30:00",1,0,0,3,2.245769,"EPL","2024","Manchester City"
"h",1.55279,1.05094,1.55279,1.05094,16.3684210526316,24.25,22,6,2,1,1.716,"w","2024-09-14 14:00:00",1,0,0,3,0.50185,"EPL","2024","Manchester City"
"h",2.75588,1.28411,2.75588,1.28411,8.35714285714286,13.0714285714286,13,1,2,2,2.3382,"d","2024-09-22 15:30:00",0,1,0,1,1.47177,"EPL","2024","Manchester City"
"a",1.26516,1.34344,1.26516,0.582272,6.30769230769231,12.0952380952381,16,7,1,1,1.2507,"d","2024-09-28 11:30:00",0,1,0,1,0.682888,"EPL","2024","Manchester City"
"h",1.36684,2.75846,1.36684,2.75846,14.4,22.1428571428571,8,11,3,2,0.5454,"w","2024-10-05 14:00:00",1,0,0,3,-1.39162,"EPL","2024","Manchester City"
"a",1.36569,0.761217,1.36569,0.761217,5.94736842105263,26.5714285714286,25,0,2,1,1.819,"w","2024-10-20 13:00:00",1,0,0,3,0.604473,"EPL","2024","Manchester City"
"h",3.16286,0.369989,3.16286,0.369989,11.8,15.9090909090909,12,6,1,0,2.8853,"w","2024-10-26 14:00:00",1,0,0,3,2.792871,"EPL","2024","Manchester City"
"a",2.3527,2.4493,2.3527,2.4493,13,15.05,17,6,1,2,1.3071,"l","2024-11-02 15:00:00",0,0,1,0,-0.0966,"EPL","2024","Manchester City"
"a",2.60334,2.87116,2.60334,2.87116,17.4705882352941,13.5666666666667,4,5,1,2,1.2107,"l","2024-11-09 17:30:00",0,0,1,0,-0.26782,"EPL","2024","Manchester City"
"h",2.15899,3.30449,2.15899,3.30449,6.62162162162162,28.3,14,8,0,4,0.6784,"l","2024-11-23 17:30:00",0,0,1,0,-1.1455,"EPL","2024","Manchester City"
"a",0.745015,3.70054,0.745015,2.93937,15.6875,17.3529411764706,4,8,0,2,0.0636,"l","2024-12-01 16:00:00",0,0,1,0,-2.194355,"EPL","2024","Manchester City"
"h",3.20169,0.802155,3.20169,0.802155,7.86666666666667,10.7037037037037,10,7,3,0,2.7383,"w","2024-12-04 19:30:00",1,0,0,3,2.399535,"EPL","2024","Manchester City"
"a",1.5846,1.21476,1.5846,1.21476,8.22727272727273,38.8,16,6,2,2,1.6707,"d","2024-12-07 15:00:00",0,1,0,1,0.36984,"EPL","2024","Manchester City"
"h",0.638103,2.04662,0.638103,1.28545,16.9444444444444,7.92857142857143,4,5,1,2,0.3402,"l","2024-12-15 16:30:00",0,0,1,0,-0.647347,"EPL","2024","Manchester City"
"a",1.09627,2.05988,1.09627,2.05988,19.6,18.3571428571429,4,7,1,2,0.69,"l","2024-12-21 12:30:00",0,0,1,0,-0.96361,"EPL","2024","Manchester City"
"h",2.51965,0.653289,1.75849,0.653289,10.6666666666667,28.0909090909091,18,1,1,1,2.609,"d","2024-12-26 12:30:00",0,1,0,1,1.105201,"EPL","2024","Manchester City"
"a",1.58002,1.84208,1.58002,1.84208,27.6428571428571,15.3157894736842,9,5,2,0,1.1524,"w","2024-12-29 14:30:00",1,0,0,3,-0.26206,"EPL","2024","Manchester City"
"h",1.97986,1.53286,1.97986,1.53286,14.6842105263158,11.7777777777778,9,7,4,1,1.7275,"w","2025-01-04 15:00:00",1,0,0,3,0.447,"EPL","2024","Manchester City"
"a",2.65315,2.39088,2.65315,2.39088,20.1818181818182,14.2142857142857,15,14,2,2,1.5518,"d","2025-01-14 19:30:00",0,1,0,1,0.26227,"EPL","2024","Manchester City"
"a",3.20228,0.795637,3.20228,0.795637,8.8695652173913,39.8,17,3,6,0,2.7443,"w","2025-01-19 16:30:00",1,0,0,3,2.406643,"EPL","2024","Manchester City"
"h",2.23213,1.49843,2.23213,1.49843,15.5294117647059,22.7058823529412,3,5,3,1,1.9056,"w","2025-01-25 17:30:00",1,0,0,3,0.7337,"EPL","2024","Manchester City"
"a",0.743191,1.53202,0.743191,1.53202,17.7692307692308,14.4666666666667,7,6,1,5,0.7171,"l","2025-02-02 16:30:00",0,0,1,0,-0.788829,"EPL","2024","Manchester City"
"h",2.12004,0.157211,2.12004,0.157211,15.5,10.9032258064516,4,1,4,0,2.7776,"w","2025-02-15 15:00:00",1,0,0,3,1.962829,"EPL","2024","Manchester City"
"h",0.58248,0.807058,0.58248,0.807058,18.9090909090909,21.2,9,7,0,2,1.0678,"l","2025-02-23 16:30:00",0,0,1,0,-0.224578,"EPL","2024","Manchester City"
"a",2.38641,1.28426,2.38641,1.28426,13.4230769230769,10.4583333333333,11,5,1,0,2.1733,"w","2025-02-26 19:30:00",1,0,0,3,1.10215,"EPL","2024","Manchester City"
"a",0.721234,0.501476,0.721234,0.501476,7.625,13.8695652173913,6,3,0,1,1.512,"l","2025-03-08 12:30:00",0,0,1,0,0.219758,"EPL","2024","Manchester City"
"h",2.02642,2.11119,1.26525,2.11119,10.6470588235294,18.2,6,8,2,2,1.3104,"d","2025-03-15 15:00:00",0,1,0,1,-0.84594,"EPL","2024","Manchester City"
"h",2.07165,0.104741,2.07165,0.104741,8.54545454545454,35,18,1,2,0,2.7422,"w","2025-04-02 19:45:00",1,0,0,3,1.966909,"EPL","2024","Manchester City"
"a",0.687894,1.23317,0.687894,1.23317,10.4545454545455,13.5238095238095,1,11,0,0,0.8709,"d","2025-04-06 15:30:00",0,1,0,1,-0.545276,"EPL","2024","Manchester City"
"h",4.59724,1.33808,4.59724,1.33808,8.92307692307692,46.2222222222222,10,5,5,2,2.8965,"w","2025-04-12 11:30:00",1,0,0,3,3.25916,"EPL","2024","Manchester City"
"a",1.87989,0.81683,1.87989,0.81683,10.9375,17.7,11,4,2,0,2.231,"w","2025-04-19 14:00:00",1,0,0,3,1.06306,"EPL","2024","Manchester City"
"h",1.36232,1.85906,1.36232,1.09789,10.5555555555556,17.7857142857143,3,3,2,1,0.9817,"w","2025-04-22 19:00:00",1,0,0,3,0.26443,"EPL","2024","Manchester City"
"h",0.859463,0.622455,0.859463,0.622455,11.952380952381,15.7272727272727,11,2,1,0,1.5435,"w","2025-05-02 19:00:00",1,0,0,3,0.237008,"EPL","2024","Manchester City"
"a",1.58463,0.136995,1.58463,0.136995,7.36363636363636,17.25,24,3,0,0,2.5125,"d","2025-05-10 14:00:00",0,1,0,1,1.447635,"EPL","2024","Manchester City"
"h",1.59779,0.962014,1.59779,0.962014,20.8181818181818,22.4666666666667,8,2,3,1,1.8995,"w","2025-05-20 19:00:00",1,0,0,3,0.635776,"EPL","2024","Manchester City"
"a",2.45923,2.21797,1.69806,2.21797,13.5454545454545,22.1538461538462,16,5,2,0,1.5218,"w","2025-05-25 15:00:00",1,0,0,3,-0.51991,"EPL","2024","Manchester City"
"h",2.04268,0.418711,2.04268,0.418711,7.37931034482759,10.8333333333333,7,3,1,0,2.5696,"w","2024-08-16 19:00:00",1,0,0,3,1.623969,"EPL","2024","Manchester United"
"a",1.28556,2.14153,1.28556,2.14153,16.7777777777778,12.5,8,10,1,2,0.7186,"l","2024-08-24 11:30:00",0,0,1,0,-0.85597,"EPL","2024","Manchester United"
"h",1.50087,2.10397,1.50087,2.10397,12.5,11.6923076923077,6,9,0,3,0.9689,"l","2024-09-01 15:00:00",0,0,1,0,-0.6031,"EPL","2024","Manchester United"
"a",3.02693,1.35593,3.02693,0.545317,10.3448275862069,10.8571428571429,17,3,3,0,2.5032,"w","2024-09-14 11:30:00",1,0,0,3,2.481613,"EPL","2024","Manchester United"
"a",2.35056,1.66928,2.35056,1.66928,6.11111111111111,18.3333333333333,12,5,0,0,1.8622,"d","2024-09-21 16:30:00",0,1,0,1,0.68128,"EPL","2024","Manchester United"
"h",0.600721,5.4072,0.600721,5.4072,14.6296296296296,12.1764705882353,6,15,0,3,0.0058,"l","2024-09-29 15:30:00",0,0,1,0,-4.806479,"EPL","2024","Manchester United"
"a",0.448537,0.532809,0.448537,0.532809,13.8823529411765,14.2142857142857,1,9,0,0,1.1911,"d","2024-10-06 13:00:00",0,1,0,1,-0.084272,"EPL","2024","Manchester United"
"h",1.76555,0.892843,1.76555,0.892843,16.1052631578947,16.2352941176471,12,3,2,1,2.023,"w","2024-10-19 14:00:00",1,0,0,3,0.872707,"EPL","2024","Manchester United"
"a",2.62598,2.99312,2.62598,2.23195,10.2857142857143,21.0769230769231,7,7,1,2,1.1108,"l","2024-10-27 14:00:00",0,0,1,0,0.39403,"EPL","2024","Manchester United"
"h",2.1605,1.21071,1.39934,1.21071,8.15151515151515,10.2083333333333,4,8,1,1,2.112,"d","2024-11-03 16:30:00",0,1,0,1,0.18863,"EPL","2024","Manchester United"
"h",1.2369,0.417295,1.2369,0.417295,10.1428571428571,14.6,2,5,3,0,2.0891,"w","2024-11-10 14:00:00",1,0,0,3,0.819605,"EPL","2024","Manchester United"
"a",1.26912,1.98714,1.26912,1.98714,12,21.1363636363636,5,4,1,1,0.7996,"d","2024-11-24 16:30:00",0,1,0,1,-0.71802,"EPL","2024","Manchester United"
"h",1.76161,0.766749,1.76161,0.766749,11.4583333333333,17.0740740740741,10,3,4,0,2.1703,"w","2024-12-01 13:30:00",1,0,0,3,0.994861,"EPL","2024","Manchester United"
"a",0.256083,2.96684,0.256083,2.96684,19.4,11.8,1,8,0,2,0.0343,"l","2024-12-04 20:15:00",0,0,1,0,-2.710757,"EPL","2024","Manchester United"
"h",1.4697,0.651217,1.4697,0.651217,3.20833333333333,26.3846153846154,7,4,2,3,2.0817,"l","2024-12-07 17:30:00",0,0,1,0,0.818483,"EPL","2024","Manchester United"
"a",2.04662,0.638103,1.28545,0.638103,7.92857142857143,16.9444444444444,5,4,2,1,2.4972,"w","2024-12-15 16:30:00",1,0,0,3,0.647347,"EPL","2024","Manchester United"
"h",2.28533,1.82831,2.28533,1.06714,7.34782608695652,9.23076923076923,14,3,0,3,1.6817,"l","2024-12-22 14:00:00",0,0,1,0,1.21819,"EPL","2024","Manchester United"
"a",0.358876,0.826489,0.358876,0.826489,7.47058823529412,10.5238095238095,2,4,0,2,0.722,"l","2024-12-26 17:30:00",0,0,1,0,-0.467613,"EPL","2024","Manchester United"
"h",1.00073,2.2424,1.00073,2.2424,9.83333333333333,19.4444444444444,6,5,0,2,0.5484,"l","2024-12-30 20:00:00",0,0,1,0,-1.24167,"EPL","2024","Manchester United"
"a",1.67469,2.862,1.67469,2.10084,7.55555555555556,8.8695652173913,7,7,2,2,0.6461,"d","2025-01-05 16:30:00",0,1,0,1,-0.42615,"EPL","2024","Manchester United"
"h",3.10847,1.36705,3.10847,1.36705,12.4117647058824,12.8214285714286,15,1,3,1,2.4094,"w","2025-01-16 20:00:00",1,0,0,3,1.74142,"EPL","2024","Manchester United"
"h",1.31823,2.17172,0.557061,2.17172,8.86666666666667,18.8571428571429,8,6,1,3,0.673,"l","2025-01-19 14:00:00",0,0,1,0,-1.614659,"EPL","2024","Manchester United"
"a",0.201988,0.560571,0.201988,0.560571,16.0588235294118,30.8,5,3,1,0,0.8438,"w","2025-01-26 19:00:00",1,0,0,3,-0.358583,"EPL","2024","Manchester United"
"h",1.50706,2.44633,1.50706,2.44633,5.56521739130435,13.4761904761905,18,6,0,2,0.6737,"l","2025-02-02 14:00:00",0,0,1,0,-0.93927,"EPL","2024","Manchester United"
"a",1.42652,1.97109,1.42652,1.97109,11.5,9.63636363636364,8,15,0,1,0.9837,"l","2025-02-16 16:30:00",0,0,1,0,-0.54457,"EPL","2024","Manchester United"
"a",0.645685,2.10444,0.645685,2.10444,6.39130434782609,14.0434782608696,5,6,2,2,0.369,"d","2025-02-22 12:30:00",0,1,0,1,-1.458755,"EPL","2024","Manchester United"
"h",1.40202,1.04498,1.40202,1.04498,15.4615384615385,8.70833333333333,4,8,3,2,1.7134,"w","2025-02-26 19:30:00",1,0,0,3,0.35704,"EPL","2024","Manchester United"
"h",1.31107,1.82996,1.31107,1.82996,16,8.11764705882353,9,9,1,1,0.9985,"d","2025-03-09 16:30:00",0,1,0,1,-0.51889,"EPL","2024","Manchester United"
"a",1.13892,1.30455,1.13892,1.30455,14.9545454545455,10.5384615384615,2,6,3,0,1.2156,"w","2025-03-16 19:00:00",1,0,0,3,-0.16563,"EPL","2024","Manchester United"
"a",1.86688,0.512063,1.86688,0.512063,4.5,21.7058823529412,13,5,0,1,2.387,"l","2025-04-01 20:00:00",0,0,1,0,1.354817,"EPL","2024","Manchester United"
"h",1.23317,0.687894,1.23317,0.687894,13.5238095238095,10.4545454545455,11,1,0,0,1.8165,"d","2025-04-06 15:30:00",0,1,0,1,0.545276,"EPL","2024","Manchester United"
"a",0.786568,2.6383,0.786568,2.6383,11.3888888888889,7.62162162162162,3,10,1,4,0.2422,"l","2025-04-13 15:30:00",0,0,1,0,-1.851732,"EPL","2024","Manchester United"
"h",1.13966,0.187814,1.13966,0.187814,7.89655172413793,9.35483870967742,9,3,0,1,2.2698,"l","2025-04-20 13:00:00",0,0,1,0,0.951846,"EPL","2024","Manchester United"
"a",1.91039,0.60995,1.91039,0.60995,7.29411764705882,10,15,4,1,1,2.3313,"d","2025-04-27 13:00:00",0,1,0,1,1.30044,"EPL","2024","Manchester United"
"a",1.13404,3.58737,1.13404,3.58737,9.04166666666667,10,7,4,3,4,0.1782,"l","2025-05-04 13:00:00",0,0,1,0,-2.45333,"EPL","2024","Manchester United"
"h",2.31287,2.15985,2.31287,2.15985,15.8571428571429,14.8235294117647,9,2,0,2,1.4452,"l","2025-05-11 13:15:00",0,0,1,0,0.15302,"EPL","2024","Manchester United"
"a",0.337632,1.29571,0.337632,1.29571,8.91666666666667,12.375,5,5,0,1,0.4868,"l","2025-05-16 19:15:00",0,0,1,0,-0.958078,"EPL","2024","Manchester United"
